beta,group,n_1,n_2,s_1,s_2,stable
7.25,,7,1,0.12482072937179405,-0.8737451056025582,False
7.300000000000002,,1,7,0.8738067940633205,-0.12482954200904575,True
7.300000000000002,,2,6,0.7489772520598603,-0.2496590840199535,False
7.300000000000002,,3,5,0.6241477100477546,-0.3744886260286528,False
7.300000000000002,,4,4,0.4993181680362492,-0.4993181680362492,False
7.300000000000002,,5,3,0.37448862603242894,-0.6241477100540483,False
7.300000000000002,,6,2,0.24965908401809034,-0.7489772520542709,False
7.300000000000002,,7,1,0.1248295420090507,-0.8738067940633548,False
7.35,,1,7,0.8738654309221706,-0.1248379187031672,True
7.35,,2,6,0.7490275122237614,-0.2496758374079205,False
7.35,,3,5,0.624189593517981,-0.3745137561107886,False
7.35,,4,4,0.4993516748127212,-0.4993516748127212,False
7.35,,5,3,0.374513756114089,-0.6241895935234817,False
7.35,,6,2,0.2496758374063331,-0.7490275122189994,False
7.35,,7,1,0.12483791870317085,-0.8738654309221962,False
7.4,,1,7,0.8739211688015923,-0.12484588125737033,True
7.4,,2,6,0.7490752875482769,-0.2496917625160923,False
7.4,,3,5,0.624229406288674,-0.3745376437732044,False
7.4,,4,4,0.4993835250295228,-0.4993835250295228,False
7.4,,5,3,0.3745376437760868,-0.624229406293478,False
7.4,,6,2,0.2496917625147394,-0.7490752875442181,False
7.4,,7,1,0.12484588125737305,-0.8739211688016113,False
7.45,,1,7,0.8739741525465878,-0.12485345036379825,True
7.45,,2,6,0.7491207021862462,-0.2497069007287487,False
7.45,,3,5,0.6242672518205401,-0.3745603510923241,False
7.45,,4,4,0.4994138014552259,-0.4994138014552259,False
7.45,,5,3,0.3745603510948397,-0.6242672518247327,False
7.45,,6,2,0.24970690072759524,-0.7491207021827857,False
7.45,,7,1,0.1248534503638002,-0.8739741525466014,False
7.5,,1,7,0.8740245196333438,-0.12486064566190627,True
7.5,,2,6,0.749163873974385,-0.249721291324795,False
7.5,,3,5,0.6243032283108481,-0.3745819369865088,False
7.5,,4,4,0.4994425826476509,-0.4994425826476509,False
7.5,,5,3,0.3745819369887029,-0.6243032283145048,False
7.5,,6,2,0.2497212913238113,-0.7491638739714338,False
7.5,,7,1,0.1248606456619076,-0.8740245196333531,False
7.550000000000002,,1,7,0.8740724005554201,-0.12486748579363145,True
7.550000000000002,,2,6,0.7492049147643027,-0.2497349715881009,False
7.550000000000002,,3,5,0.6243374289692771,-0.3746024573815663,False
7.550000000000002,,4,4,0.4994699431745461,-0.4994699431745461,False
7.550000000000002,,5,3,0.3746024573834785,-0.6243374289724641,False
7.550000000000002,,6,2,0.24973497158726166,-0.7492049147617849,False
7.550000000000002,,7,1,0.12486748579363233,-0.8740724005554262,False
7.6,,1,7,0.874117919188741,-0.12487398845553442,True
7.6,,2,6,0.7492439307353517,-0.24974797691178385,False
7.6,,3,5,0.624369942278625,-0.37462196536717496,False
7.6,,4,4,0.4994959538221537,-0.4994959538221537,False
7.6,,5,3,0.3746219653688406,-0.624369942281401,False
7.6,,6,2,0.24974797693797984,-0.7492439308139396,False
7.6,,7,1,0.12487398845553492,-0.8741179191887445,False
7.65,,1,7,0.8741611931366314,-0.12488017044809023,True
7.65,,2,6,0.7492810226903718,-0.2497603408967906,False
7.65,,3,5,0.6244008522412619,-0.37464051134475707,False
7.65,,4,4,0.4995206817923733,-0.4995206817923733,False
7.65,,5,3,0.3746405113462071,-0.6244008522436786,False
7.65,,6,2,0.2497603409193695,-0.7492810227581086,False
7.65,,7,1,0.12488017044809045,-0.8741611931366331,False
7.7,,1,7,0.8742023340560641,-0.12488604772229485,True
7.7,,2,6,0.7493162863353319,-0.2497720954451106,False
7.7,,3,5,0.6244302386121645,-0.3746581431672987,False
7.7,,4,4,0.499544190889189,-0.499544190889189,False
7.7,,5,3,0.3746581431685605,-0.6244302386142674,False
7.7,,6,2,0.24977209546457085,-0.7493162863937126,False
7.7,,7,1,0.12488604772229482,-0.8742023340560638,False
7.75,,1,7,0.8742414479662042,-0.12489163542374344,True
7.75,,2,6,0.7493498125437951,-0.24978327084793164,False
7.75,,3,5,0.6244581771193048,-0.37467490627158295,False
7.75,,4,4,0.499566541694981,-0.499566541694981,False
7.75,,5,3,0.3746749062726802,-0.6244581771211337,False
7.75,,6,2,0.2497832708647033,-0.7493498125941099,False
7.75,,7,1,0.12489163542374325,-0.8742414479662027,False
7.800000000000002,,1,7,0.8742786355402767,-0.12489694793432525,True
7.800000000000002,,2,6,0.7493816876070912,-0.2497938958690304,False
7.800000000000002,,3,5,0.6244847396721267,-0.3746908438032761,False
7.800000000000002,,4,4,0.4995877917373063,-0.4995877917373063,False
7.800000000000002,,5,3,0.37469084380422985,-0.6244847396737164,False
7.800000000000002,,6,2,0.24979389588348425,-0.7493816876504527,False
7.800000000000002,,7,1,0.1248969479343249,-0.8742786355402743,False
7.85,,1,7,0.8743139923817116,-0.1249019989116731,True
7.85,,2,6,0.7494119934710124,-0.24980399782367085,False
7.85,,3,5,0.6245099945587921,-0.3747059967352753,False
7.85,,4,4,0.4996079956466965,-0.4996079956466965,False
7.85,,5,3,0.374705996736104,-0.6245099945601733,False
7.85,,6,2,0.24980399783612656,-0.7494119935083797,False
7.85,,7,1,0.12490199891167272,-0.8743139923817089,False
7.9,,1,7,0.8743476092854645,-0.12490680132649495,True
7.9,,2,6,0.7494408079598017,-0.24981360265326724,False
7.9,,3,5,0.6245340066328383,-0.37472040397970297,False
7.9,,4,4,0.4996272053059826,-0.4996272053059826,False
7.9,,5,3,0.3747204039804226,-0.6245340066340378,False
7.9,,6,2,0.24981360266400074,-0.7494408079920022,False
7.9,,7,1,0.12490680132649447,-0.8743476092854613,False
7.95,,1,7,0.8743795724853557,-0.12491136749790792,True
7.95,,2,6,0.7494682049881587,-0.2498227349960529,False
7.95,,3,5,0.6245568374898496,-0.37473410249390976,False
7.95,,4,4,0.4996454699916337,-0.4996454699916337,False
7.95,,5,3,0.3747341024945345,-0.6245568374908907,False
7.95,,6,2,0.24982273500530186,-0.7494682050159055,False
7.95,,7,1,0.1249113674979074,-0.8743795724853517,False
8.0,,1,7,0.8744099638882189,-0.12491570912688844,True
8.0,,2,6,0.7494942547619385,-0.2498314182539795,False
8.0,,3,5,0.6245785456347064,-0.3747471273808239,False
8.0,,4,4,0.4996628365075549,-0.4996628365075549,False
8.0,,5,3,0.3747471273813659,-0.6245785456356098,False
8.0,,6,2,0.2498314182619488,-0.7494942547858464,False
8.0,,7,1,0.12491570912688785,-0.8744099638882149,False
8.05,,1,7,0.8744388612956048,-0.12491983732794355,True
8.05,,2,6,0.7495190239681814,-0.24983967465606044,False
8.05,,3,5,0.624599186639943,-0.3747595119839658,False
8.05,,4,4,0.4996793493117749,-0.4996793493117749,False
8.05,,5,3,0.3747595119844361,-0.6245991866407268,False
8.05,,6,2,0.2498396746629269,-0.7495190239887808,False
8.05,,7,1,0.1249198373279429,-0.8744388612956003,False
8.100000000000001,,1,7,0.8744663386137292,-0.12492376265910415,True
8.100000000000001,,2,6,0.7495425759550698,-0.24984752531835666,False
8.100000000000001,,3,5,0.6246188132957132,-0.374771287977428,False
8.100000000000001,,4,4,0.4996950506364171,-0.4996950506364171,False
8.100000000000001,,5,3,0.3747712879778356,-0.6246188132963927,False
8.100000000000001,,6,2,0.2498475253242727,-0.7495425759728181,False
8.100000000000001,,7,1,0.12492376265910354,-0.8744663386137248,False
8.15,,1,7,0.8744924660523309,-0.12492749515033301,True
8.15,,2,6,0.7495649709023784,-0.2498549903007928,False
8.15,,3,5,0.6246374757518289,-0.3747824854510974,False
8.15,,4,4,0.4997099806013319,-0.4997099806013319,False
8.15,,5,3,0.3747824854514508,-0.6246374757524181,False
8.15,,6,2,0.2498549903058899,-0.7495649709176696,False
8.15,,7,1,0.12492749515033234,-0.8744924660523264,False
8.2,,1,7,0.8745173103130485,-0.1249310443304355,True
8.2,,2,6,0.7495862659829382,-0.24986208866097945,False
8.2,,3,5,0.6246552216523173,-0.3747931329913904,False
8.2,,4,4,0.4997241773217416,-0.4997241773217416,False
8.2,,5,3,0.37479313299169664,-0.6246552216528277,False
8.2,,6,2,0.24986208866537066,-0.7495862659961119,False
8.2,,7,1,0.12493104433043482,-0.8745173103130438,False
8.25,,1,7,0.8745409347678988,-0.12493441925255698,True
8.25,,2,6,0.7496065155156203,-0.24986883850520675,False
8.25,,3,5,0.6246720962629042,-0.3748032577577425,False
8.25,,4,4,0.4997376770102273,-0.4997376770102273,False
8.25,,5,3,0.3748032577580077,-0.6246720962633461,False
8.25,,6,2,0.2498688385089897,-0.7496065155269691,False
8.25,,7,1,0.12493441925255624,-0.8745409347678937,False
8.3,,1,7,0.8745633996284035,-0.12493762851834335,True
8.3,,2,6,0.7496257711102982,-0.249875257036766,False
8.3,,3,5,0.6246881425918184,-0.37481288555509096,False
8.3,,4,4,0.4997505140733725,-0.4997505140733725,False
8.3,,5,3,0.3748128855553207,-0.6246881425922012,False
8.3,,6,2,0.2498752570400249,-0.7496257711200746,False
8.3,,7,1,0.1249376285183426,-0.8745633996283982,False
8.350000000000001,,1,7,0.8745847621058722,-0.12494068030083892,True
8.350000000000001,,2,6,0.7496440818052373,-0.2498813606017458,False
8.350000000000001,,3,5,0.6247034015042813,-0.3748220409025688,False
8.350000000000001,,4,4,0.4997627212033546,-0.4997627212033546,False
8.350000000000001,,5,3,0.37482204090276733,-0.6247034015046126,False
8.350000000000001,,6,2,0.24988136060455296,-0.7496440818136589,False
8.350000000000001,,7,1,0.12494068030083814,-0.8745847621058671,False
8.4,,1,7,0.8746050765633328,-0.1249435823661904,True
8.4,,2,6,0.7496614941973171,-0.249887164732439,False
8.4,,3,5,0.624717911831026,-0.3748307470986157,False
8.4,,4,4,0.4997743294647605,-0.4997743294647605,False
8.4,,5,3,0.3748307470987876,-0.6247179118313126,False
8.4,,6,2,0.24988716473485706,-0.7496614942045713,False
8.4,,7,1,0.12494358236618965,-0.8746050765633275,False
8.45,,1,7,0.8746243946595541,-0.12494634209422202,True
8.45,,2,6,0.7496780525654815,-0.24989268418849386,False
8.45,,3,5,0.624731710471173,-0.3748390262827038,False
8.45,,4,4,0.4997853683768869,-0.4997853683768869,False
8.45,,5,3,0.3748390262828528,-0.6247317104714212,False
8.45,,6,2,0.2498926841905767,-0.74967805257173,False
8.45,,7,1,0.12494634209422124,-0.8746243946595488,False
8.5,,1,7,0.8746427654855996,-0.1249489664979428,True
8.5,,2,6,0.7496937989877848,-0.24989793299592825,False
8.5,,3,5,0.6247448324897679,-0.3748468994938608,False
8.5,,4,4,0.4997958659917699,-0.4997958659917699,False
8.5,,5,3,0.37484689949398936,-0.6247448324899822,False
8.5,,6,2,0.24989793299772226,-0.7496937989931668,False
8.5,,7,1,0.12494896649794204,-0.8746427654855944,False
8.55,,1,7,0.8746602356943101,-0.12495146224204425,True
8.55,,2,6,0.7497087734523751,-0.24990292448412504,False
8.55,,3,5,0.6247573112102672,-0.3748543867261603,False
8.55,,4,4,0.4998058489681758,-0.4998058489681758,False
8.55,,5,3,0.37485438672627147,-0.6247573112104525,False
8.55,,6,2,0.2499029244856701,-0.7497087734570105,False
8.55,,7,1,0.12495146224204352,-0.8746602356943046,False
8.600000000000001,,1,7,0.8746768496230951,-0.12495383566044214,True
8.600000000000001,,2,6,0.7497230139627469,-0.2499076713209156,False
8.600000000000001,,3,5,0.62476917830225,-0.37486150698134996,False
8.600000000000001,,4,4,0.4998153426417674,-0.4998153426417674,False
8.600000000000001,,5,3,0.37486150698144616,-0.6247691783024102,False
8.600000000000001,,6,2,0.24990767132224634,-0.749723013966739,False
8.600000000000001,,7,1,0.12495383566044142,-0.87467684962309,False
8.65,,1,7,0.8746926494104004,-0.12495609277291432,True
8.65,,2,6,0.7497365566375662,-0.24991218554585545,False
8.65,,3,5,0.624780463864605,-0.37486827831876296,False
8.65,,4,4,0.499824371091656,-0.499824371091656,False
8.65,,5,3,0.374868278318846,-0.6247804638647434,False
8.65,,6,2,0.2499121855470015,-0.7497365566410045,False
8.65,,7,1,0.1249560927729136,-0.8746926494103952,False
8.7,,1,7,0.8747076751061769,-0.1249582393008824,True
8.7,,2,6,0.7497494358053629,-0.24991647860178764,False
8.7,,3,5,0.6247911965044403,-0.3748747179026641,False
8.7,,4,4,0.4998329572035281,-0.4998329572035281,False
8.7,,5,3,0.3748747179027359,-0.6247911965045597,False
8.7,,6,2,0.24991647860277466,-0.7497494358083241,False
8.7,,7,1,0.12495823931128575,-0.8747076751790002,False
8.75,,1,7,0.8747219647766832,-0.12496028068238332,True
8.75,,2,6,0.7497616840943586,-0.2499205613647862,False
8.75,,3,5,0.6248014034119406,-0.3748808420471644,False
8.75,,4,4,0.4998411227295318,-0.4998411227295318,False
8.75,,5,3,0.37488084204722616,-0.6248014034120436,False
8.75,,6,2,0.2499205613656361,-0.7497616840969084,False
8.75,,7,1,0.124960280691337,-0.8747219648393589,False
8.8,,1,7,0.8747355546039172,-0.12496222208627385,True
8.8,,2,6,0.7497733325176935,-0.2499244441725645,False
8.8,,3,5,0.6248111104313896,-0.37488666625883377,False
8.8,,4,4,0.4998488883450939,-0.4998488883450939,False
8.8,,5,3,0.3748866662588872,-0.6248111104314787,False
8.8,,6,2,0.2499244441732964,-0.7497733325198892,False
8.8,,7,1,0.12496222209397988,-0.8747355546578592,False
8.850000000000003,,1,7,0.8747484789799597,-0.12496406842570852,True
8.850000000000003,,2,6,0.7497844105542942,-0.24992813685143145,False
8.850000000000003,,3,5,0.62482034212856,-0.374892205277136,False
8.850000000000003,,4,4,0.4998562737028326,-0.4998562737028326,False
8.850000000000003,,5,3,0.3748922052771819,-0.6248203421286366,False
8.850000000000003,,6,2,0.2499281368520616,-0.7497844105561848,False
8.850000000000003,,7,1,0.12496406843234074,-0.8747484790263854,False
8.9,,1,7,0.8747607705965049,-0.12496582437092928,True
8.9,,2,6,0.7497949462256124,-0.2499316487418708,False
8.9,,3,5,0.6248291218546611,-0.37489747311279664,False
8.9,,4,4,0.4998632974837157,-0.4998632974837157,False
8.9,,5,3,0.3748974731128363,-0.6248291218547272,False
8.9,,6,2,0.2499316487424134,-0.7497949462272402,False
8.9,,7,1,0.1249658243766374,-0.8747607706364617,False
8.95,,1,7,0.8747724605298245,-0.1249674943614035,True
8.95,,2,6,0.7498049661684525,-0.2499349887228175,False
8.95,,3,5,0.62483747180703,-0.374902483084218,False
8.95,,4,4,0.4998699774456125,-0.4998699774456125,False
8.95,,5,3,0.3749024830842521,-0.6248374718070868,False
8.95,,6,2,0.2499349887232847,-0.7498049661698539,False
8.95,,7,1,0.12496749436631625,-0.8747724605642136,False
9.0,,1,7,0.8747835783214111,-0.12496908261734442,True
9.0,,2,6,0.7498144957040935,-0.24993816523469786,False
9.0,,3,5,0.6248454130867327,-0.3749072478520396,False
9.0,,4,4,0.4998763304693764,-0.4998763304693764,False
9.0,,5,3,0.37490724785206897,-0.6248454130867817,False
9.0,,6,2,0.2499381652351,-0.7498144957053001,False
9.0,,7,1,0.1249690826215726,-0.8747835783510083,False
9.05,,1,7,0.8747941520545239,-0.12497059315064625,True
9.05,,2,6,0.7498235589039006,-0.24994118630130024,False
9.05,,3,5,0.6248529657532402,-0.37491177945194415,False
9.05,,4,4,0.4998823726025837,-0.4998823726025837,False
9.05,,5,3,0.3749117794519694,-0.6248529657532823,False
9.05,,6,2,0.2499411863016465,-0.7498235589049393,False
9.05,,7,1,0.1249705931542853,-0.8747941520799971,False
9.1,,1,7,0.8748042084268528,-0.12497202977526467,True
9.1,,2,6,0.7498321786516077,-0.2499440595505359,False
9.1,,3,5,0.6248601488763308,-0.3749160893257985,False
9.1,,4,4,0.4998881191010572,-0.4998881191010572,False
9.1,,5,3,0.3749160893258202,-0.6248601488763671,False
9.1,,6,2,0.2499440595508339,-0.7498321786525016,False
9.1,,7,1,0.1249720297783966,-0.8748042084487762,False
9.15,,1,7,0.8748137728195016,-0.12497339611707164,True
9.15,,2,6,0.7498403767024464,-0.2499467922341488,False
9.15,,3,5,0.6248669805853642,-0.3749201883512185,False
9.15,,4,4,0.499893584468285,-0.499893584468285,False
9.15,,5,3,0.3749201883512373,-0.6248669805853954,False
9.15,,6,2,0.2499467922344053,-0.7498403767032159,False
9.15,,7,1,0.12497339611976716,-0.87481377283837,False
9.2,,1,7,0.8748228693624829,-0.12497469562321185,True
9.2,,2,6,0.749848173739285,-0.24994939124642834,False
9.2,,3,5,0.6248734781160644,-0.3749240868696386,False
9.2,,4,4,0.4998987824928458,-0.4998987824928458,False
9.2,,5,3,0.3749240868696545,-0.6248734781160908,False
9.2,,6,2,0.2499493912466492,-0.7498481737399475,False
9.2,,7,1,0.1249746956255317,-0.874822869378722,False
9.25,,1,7,0.8748315209969074,-0.12497593157098676,True
9.25,,2,6,0.7498555894259329,-0.2499518631419776,False
9.25,,3,5,0.6248796578549379,-0.3749277947129627,False
9.25,,4,4,0.4999037262839456,-0.4999037262839456,False
9.25,,5,3,0.37492779471297655,-0.6248796578549611,False
9.25,,6,2,0.2499518631421675,-0.7498555894265025,False
9.25,,7,1,0.12497593157298335,-0.8748315210108835,False
9.3,,1,7,0.8748397495340341,-0.12497710707629058,True
9.3,,2,6,0.7498626424577538,-0.2499542141525846,False
9.3,,3,5,0.6248855353814562,-0.3749313212288737,False
9.3,,4,4,0.4999084283051606,-0.4999084283051606,False
9.3,,5,3,0.3749313212288854,-0.6248855353814756,False
9.3,,6,2,0.2499542141527479,-0.7498626424582437,False
9.3,,7,1,0.12497710707800888,-0.8748397495460623,False
9.35,,1,7,0.8748475757113469,-0.124978225101621,True
9.35,,2,6,0.7498693506097349,-0.24995645020324495,False
9.35,,3,5,0.6248911255081079,-0.3749346753048647,False
9.35,,4,4,0.4999129004064825,-0.4999129004064825,False
9.35,,5,3,0.3749346753048747,-0.6248911255081245,False
9.35,,6,2,0.2499564502033855,-0.7498693506101565,False
9.35,,7,1,0.12497822510309985,-0.8748475757216991,False
9.4,,1,7,0.8748550192458139,-0.12497928846368772,True
9.4,,2,6,0.7498757307821338,-0.2499585769273779,False
9.4,,3,5,0.6248964423184408,-0.37493786539106455,False
9.4,,4,4,0.4999171538547493,-0.4999171538547493,False
9.4,,5,3,0.37493786539107293,-0.6248964423184551,False
9.4,,6,2,0.24995857692749876,-0.7498757307824963,False
9.4,,7,1,0.12497928846496048,-0.8748550192547233,False
9.45,,1,7,0.8748620988844654,-0.12498029984063792,True
9.45,,2,6,0.749881799043834,-0.249960599681278,False
9.45,,3,5,0.6249014992031913,-0.3749408995219147,False
9.45,,4,4,0.4999211993625501,-0.4999211993625501,False
9.45,,5,3,0.3749408995219221,-0.6249014992032035,False
9.45,,6,2,0.2499605996813819,-0.7498817990441456,False
9.45,,7,1,0.12498029984173327,-0.874862098892133,False
9.5,,1,7,0.8748688324524381,-0.1249812617789197,True
9.5,,2,6,0.7498875706735236,-0.2499625235578412,False
9.5,,3,5,0.6249063088945997,-0.3749437853367598,False
9.5,,4,4,0.4999250471156773,-0.4999250471156773,False
9.5,,5,3,0.37494378533676603,-0.62490630889461,False
9.5,,6,2,0.2499625235579305,-0.7498875706737916,False
9.5,,7,1,0.12498126177986235,-0.8748688324590363,False
9.55,,1,7,0.8748752368986076,-0.12498217669980108,True
9.55,,2,6,0.7498930601988109,-0.2499643533996036,False
9.55,,3,5,0.6249108834990064,-0.3749465300994038,False
9.55,,4,4,0.4999287067992027,-0.4999287067992027,False
9.55,,5,3,0.374946530099409,-0.6249108834990149,False
9.55,,6,2,0.2499643533996804,-0.7498930601990412,False
9.55,,7,1,0.1249821767006123,-0.8748752369042858,False
9.6,,1,7,0.87488132833894,-0.12498304690556285,True
9.6,,2,6,0.7498982814333808,-0.24996609381112694,False
9.6,,3,5,0.624915234527815,-0.37494914071668894,False
9.6,,4,4,0.4999321876222498,-0.4999321876222498,False
9.6,,5,3,0.3749491407166933,-0.6249152345278222,False
9.6,,6,2,0.2499660938111929,-0.7498982814335787,False
9.6,,7,1,0.12498304690626096,-0.8748813283438267,False
9.65,,1,7,0.8748871220976712,-0.1249838745853816,True
9.65,,2,6,0.7499032475122925,-0.24996774917076414,False
9.65,,3,5,0.6249193729269084,-0.37495162375614505,False
9.65,,4,4,0.4999354983415248,-0.4999354983415248,False
9.65,,5,3,0.3749516237561485,-0.6249193729269142,False
9.65,,6,2,0.24996774917082085,-0.7499032475124626,False
9.65,,7,1,0.12498387458598235,-0.8748871221018765,False
9.7,,1,7,0.8748926327464291,-0.12498466182091846,True
9.7,,2,6,0.7499079709255134,-0.2499693236418378,False
9.7,,3,5,0.6249233091045925,-0.3749539854627553,False
9.7,,4,4,0.4999386472836724,-0.4999386472836724,False
9.7,,5,3,0.3749539854627586,-0.6249233091045977,False
9.7,,6,2,0.24996932364188645,-0.7499079709256594,False
9.7,,7,1,0.12498466182143544,-0.8748926327500481,False
9.75,,1,7,0.8748978741414065,-0.12498541059162947,True
9.75,,2,6,0.7499124635497793,-0.2499708211832597,False
9.75,,3,5,0.6249270529581475,-0.3749562317748885,False
9.75,,4,4,0.4999416423665165,-0.4999416423665165,False
9.75,,5,3,0.37495623177489096,-0.6249270529581517,False
9.75,,6,2,0.2499708211833015,-0.7499124635499044,False
9.75,,7,1,0.12498541059207435,-0.8748978741445206,False
9.8,,1,7,0.874902859458673,-0.12498612277981043,True
9.8,,2,6,0.7499167366788643,-0.2499722455596214,False
9.8,,3,5,0.624930613899052,-0.3749583683394312,False
9.8,,4,4,0.4999444911192402,-0.4999444911192402,False
9.8,,5,3,0.3749583683394332,-0.6249306138990554,False
9.8,,6,2,0.2499722455596572,-0.7499167366789716,False
9.8,,7,1,0.1249861227801932,-0.8749028594613524,False
9.85,,1,7,0.8749076012277338,-0.12498680017539054,True
9.85,,2,6,0.7499208010523446,-0.24997360035078156,False
9.85,,3,5,0.6249340008769524,-0.3749604005261714,False
9.85,,4,4,0.4999472007015607,-0.4999472007015607,False
9.85,,5,3,0.3749604005261731,-0.6249340008769552,False
9.85,,6,2,0.2499736003508123,-0.7499208010524369,False
9.85,,7,1,0.12498680017571992,-0.8749076012300395,False
9.9,,1,7,0.8749121113634146,-0.12498744448048782,True
9.9,,2,6,0.749924666882928,-0.24997488896097605,False
9.9,,3,5,0.6249372224024387,-0.3749623334414632,False
9.9,,4,4,0.4999497779219498,-0.4999497779219498,False
9.9,,5,3,0.3749623334414645,-0.6249372224024409,False
9.9,,6,2,0.24997488896100226,-0.7499246668830067,False
9.9,,7,1,0.1249874444807712,-0.8749121113653984,False
9.95,,1,7,0.8749164011961602,-0.12498805731373715,True
9.95,,2,6,0.7499283438824239,-0.24997611462747465,False
9.95,,3,5,0.6249402865686853,-0.3749641719412112,False
9.95,,4,4,0.4999522292549472,-0.4999522292549472,False
9.95,,5,3,0.3749641719412123,-0.6249402865686873,False
9.95,,6,2,0.2499761146274972,-0.7499283438824915,False
9.95,,7,1,0.124988057313981,-0.8749164011978671,False
10.0,,1,7,0.8749204815008277,-0.12498864021440395,True
10.0,,2,6,0.7499318412864242,-0.2499772804288081,False
10.0,,3,5,0.6249432010720191,-0.3749659206432113,False
10.0,,4,4,0.4999545608576142,-0.4999545608576142,False
10.0,,5,3,0.3749659206432122,-0.6249432010720203,False
10.0,,6,2,0.2499772804288273,-0.7499318412864818,False
10.0,,7,1,0.12498864021461367,-0.8749204815022956,False
